;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cennik obowiązuje od dnia 7 lutego 2014 r.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Opakowanie jednostkowe;;;;;Karton wewnętrzny;;;;;Karton duży;;;;;;
Kod towaru;Nazwa artykułu;NOWOŚĆ;Cena netto katalogowa;;Kategoria;Podkategoria;Opis;Opis cech;Opis dodatkowy;Podstawowy materiał wykonania;Dodatkowy materiał wykonania;Kategoria zdobienia;Sugerowana technika zdobienia;Liczba kolorów;Długość obszaru;Szerokość obszaru;Długość produktu;Szerokość produktu;Wysokość produktu;Materiał wykonania opakowania;Rodzaj opakowania jedn.;Kolor opakowania jedn.;Baterie;Cechy specyficzne;Kolor podstawowy;Kolor dodatkowy;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Ilość w jednostkach podstawowych;Ilość na palecie wysyłkowej
R73912;Antystres Heart;;5,30 zł;;Na promocje;Dla kibiców;Wykonane z poliuretanu antystresowe serduszko. Miły i relaksujący gadżet. Pakowany pojedynczo w woreczek foliowy.;;;poliuretan;;A3;tampodruk;1;30;30;110.0;45.0;90.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;0.03;0.03;90.0;100.0;33.0;;;;;;10.0;9.0;510.0;360.0;410.0;250;4000
R73913.A;Antystresowa piłka brelok;;2,45 zł;;Na promocje;Dla kibiców;Wykonany z poliuretanu brelok - piłka. Przydatny odstresowujący gadżet dla kibiców. Pakowany pojedynczo w woreczek foliowy.;;?40;poliuretan;;A3;tampodruk;1;15;15;40.0;40.0;40.0;folia;woreczek foliowy;bezbarwny;;Czarny;biały;;0.0;0.0;40.0;40.0;40.0;;;;;;6.0;6.0;410.0;200.0;400.0;500;24000
R73914.A;Antystresowa piłka;;2,90 zł;;Na promocje;Dla kibiców;Wykonana z poliuretanu anystresowa piłka. Hit wśród polskich kibiców. Pakowany pojedynczo w woreczek foliowy.;;? 60 mm;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;7.0;6.0;440.0;370.0;370.0;250;6000
R73915.A;Antystresowa piłka jo-jo;;2,45 zł;;Na promocje;Dla kibiców;Wykonana z poliuretanu antystresowa piłka jo-jo. Zabawny gadżet relaksujacy w momentach stresu.;;? 60 mm;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;7.5;6.5;440.0;380.0;380.0;250;6000
R73916.01;Antystres kostka, srebrna;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonana z poliuretanu kostka antystresowa w kształcie kwadratu.;;;poliuretan;;A3;tampodruk;;;;51.0;51.0;51.0;brak;brak;;;;srebrny;;;;;;;;;;;;;;;;;;
R73916.04;Antystres kostka, niebieska;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonana z poliuretanu kostka antystresowa w kształcie kwadratu.;;;poliuretan;;A3;tampodruk;;;;51.0;51.0;51.0;brak;brak;;;;niebieski;;;;;;;;;;;;;;;;;;
R73916.05;Antystres kostka, zielona;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonana z poliuretanu kostka antystresowa w kształcie kwadratu.;;;poliuretan;;A3;tampodruk;;;;51.0;51.0;51.0;brak;brak;;;;zielony;;;;;;;;;;;;;;;;;;
R73916.06;Antystres kostka, biała;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonana z poliuretanu kostka antystresowa w kształcie kwadratu.;;;Poliuretan;;A3;tampodruk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R73916.08;Antystres kostka, czerwona;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonana z poliuretanu kostka antystresowa w kształcie kwadratu.;;;poliuretan;;A3;tampodruk;;;;51.0;51.0;51.0;brak;brak;;;;czerwony;;;;;;;;;;;;;;;;;;
R73917.03;Antystres klocek, żółty;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonany z poliuretanu klocek antystresowy. Konstrukcja gadżetu pozwala na łączenie ich z sobą.;;;poliuretan;;A3;tampodruk;;;;78.0;38.0;38.0;brak;brak;;;;żółty;;;;;;;;;;;;;;;;;;
R73917.04;Antystres klocek, niebieski;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonany z poliuretanu klocek antystresowy. Konstrukcja gadżetu pozwala na łączenie ich z sobą.;;;poliuretan;;A3;tampodruk;;;;78.0;38.0;38.0;brak;brak;;;;niebieski;;;;;;;;;;;;;;;;;;
R73917.05;Antystres klocek, zielony;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonany z poliuretanu klocek antystresowy. Konstrukcja gadżetu pozwala na łączenie ich z sobą.;;;poliuretan;;A3;tampodruk;;;;78.0;38.0;28.0;brak;brak;;;;zielony;;;;;;;;;;;;;;;;;;
R73917.08;Antystres klocek, czerwony;NEW 2014;3,50 zł;;Na promocje;Dla kibiców;Wykonany z poliuretanu klocek antystresowy. Konstrukcja gadżetu pozwala na łączenie ich z sobą.;;;poliuretan;;A3;tampodruk;;;;78.0;38.0;28.0;brak;brak;;;;czerwony;;;;;;;;;;;;;;;;;;
R73918;Antystresowa piłeczka skacząca;;2,90 zł;;Do biura;Na biurko;Wykonany z poliuretanu i PET zabawny gadżet umilający czas. Pakowany w woreczek foliowy.;;;poliuretan;PET;A3;tampodruk;4;8;8;39.0;39.0;70.0;folia;woreczek foliowy;bezbarwny;;;biały;czarny;;;;;;;;;;;12.0;10.0;630.0;450.0;580.0;144;1152
R73919;Brelok antystresowy Basket;;2,10 zł;;Na promocje;Antystresy;Wykonany z poliuretanu antystresowy brelok w kształcie piłki do koszykówki. Idealny gazet dla kibiców tej dyscypliny sportu. Pakowany w woreczek foliowy.;;;poliuretan;;A3;tampodruk;1;20;7;39.0;39.0;80.0;folia;woreczek foliowy;bezbarwny;;;pomarańczowy;czarny;;;;;;;;;;;11.0;9.0;500.0;400.0;400.0;1000;16000
R73920;Antystres - brelok serduszko;;1,78 zł;;Na promocje;Antystresy;Wykonany z poliuretanu brelok antystresowy w kształcie serduszka. Pakowany pojedynczo w woreczek foliowy;;;poliuretan;metal;A3;tampodruk;1;15;15;40.0;30.0;40.0;folia;woreczek foliowy;bezbarwny;;Srebrny;czerwony;;0.0;0.0;40.0;40.0;30.0;;;;;;7.0;6.0;480.0;240.0;300.0;500;21000
R73921.04;Antystresowy brelok-samochodzik, niebieski;EOY 2013;3,45 zł;;Na promocje;Antystresy;Wykonany z poliuretanu antystresowy brelok w kształcie samochodziku ucieszy liczne grono zwolenników motoryzacji. Pakowany  w woreczek foliowy.;;;poliuretan;metal;A3;tampodruk;1;27;22;80.0;35.0;30.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;2.5;2.0;395.0;220.0;170.0;10.0;8.0;415.0;410.0;355.0;500;12000
R73921.08;Antystresowy brelok-samochodzik, czerwony;;3,45 zł;;Na promocje;Antystresy;Wykonany z poliuretanu antystresowy brelok w kształcie samochodziku ucieszy liczne grono zwolenników motoryzacji. Pakowany  w woreczek foliowy.;;;poliuretan;metal;A3;tampodruk;1;27;22;80.0;35.0;30.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;0.0;0.0;80.0;30.0;35.0;;;;;;11.0;10.0;405.0;400.0;440.0;500;12000
R73922;Antystres - brelok kask;;2,80 zł;;Na promocje;Antystresy;Poliuretanowy anystresowy brelok-kask budowlańca. Zabawny gadżet dla wszystkich tych którzy budują i remontują swoje mieszkania i domy. Pakowany  w woreczek foliowy. Logo naniesiemy na produkcie techniką tampondruku-możliwy jest nadruk tylko w 1 kolorze!;;;poliuretan;metal;A3;tampodruk;1;20;15;55.0;45.0;30.0;folia;woreczek foliowy;bezbarwny;;Srebrny;żółty;;0.0;0.0;55.0;30.0;45.0;;;;;;11.0;10.0;520.0;310.0;345.0;500;15000
R73923;Antystres - brelok domek;;3,95 zł;;Na promocje;Antystresy;Wykonany z poliuretanu anystresowy brelok-domek. Pakowany pojedynczo w woreczek foliowy. Logo naniesiemy na produkcie techniką tampondruku- możliwy jest nadruk tylko w 1 kolorze!;;;poliuretan;metal;A3;tampodruk;1;38;17;40.0;55.0;35.0;folia;woreczek foliowy;bezbarwny;;Szary;biały;;0.0;0.0;40.0;35.0;35.0;;;;;;11.0;10.0;390.0;250.0;460.0;500;20000
R73924;Antystres - brelok piłeczka;;1,98 zł;;Na promocje;Antystresy;Wykonany z poliuretanu antystresowy brelok w kształcie piłki do siatkówki. Pakowany w woreczek foliowy.;;;Poliuretan;;A3;tampodruk;1;20;5;40.0;40.0;40.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;12.0;10.0;500.0;400.0;400.0;1000;18000
R73925;Antystres młotek;;3,50 zł;;Na promocje;Antystresy;Gadżet relaksacyjny w kształcie młotka. Pakowany w woreczek foliowy. Logo naniesiemy na młotek techniką tampondruku. Uwaga: możliwe zdobienie tylko w 1 kolorze.;;;poliuretan;;A3;tampodruk;1;30;10;100.0;55.0;23.0;folia;woreczek foliowy;bezbarwny;;;szary;czarny;;;;;;;;;;;10.5;8.5;550.0;320.0;320.0;500;10000
R73926;Antystresowy granat;;5,90 zł;;Na promocje;Antystresy;Wykonany z poliuretanu gadżet antystresowy w kształcie granatu. Pakowany w woreczek foliowy;;;poliuretan;;A3;tampodruk;1;25;15;62.0;97.0;55.0;folia;woreczek foliowy;bezbarwny;;;zielony;;;;;;;;;;;;17.0;15.0;600.0;500.0;500.0;500;3000
R73928;Antystres kula ziemska;;2,48 zł;;Na promocje;Antystresy;Antystresowy gadżet w kształcie kuli ziemskiej. Pakowany w woreczek foliowy. Logo naniesiemy na gadżet techniką tampondruku. Uwaga: możliwe zdobienie tylko w 1 kolorze.;;;poliuretan;;A3;tampodruk;1;20;20;65.0;65.0;65.0;folia;woreczek foliowy;bezbarwny;;;granatowy;zielony;;;;;;;;;;;8.0;7.0;470.0;400.0;380.0;250;4500
R73929.04;Antystres ludzik;NEW 2014;3,45 zł;;Na promocje;Antystresy;Wykonany z poliuretanu antystres w kształcie ludzika.;;;poliuretan;;A3;tampodruk;;;;105.0;80.0;28.0;brak;brak;;;;niebieski;;;;;;;;;;;;;;;;;;
R73932;Antystres samolot;;4,65 zł;;Na promocje;Antystresy;Anystresowy samolot. Idealny dla rozładowania emocji przed i w trakcie lotu. Pakowany w woreczek foliowy. Logo naniesiemy na produkcie techniką tampondruku -możliwy jest nadruk tylko w 1 kolorze!;;;poliuretan;;A3;tampodruk;1;15;15;90.0;90.0;40.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;7.0;6.0;440.0;355.0;375.0;250;4000
R73933;Antystres serduszko;;2,40 zł;;Na promocje;Antystresy;Wykonane z poliuretanu antystresowe serduszko. Pakowane  w woreczek foliowy.;;;poliuretan;;A3;tampodruk;1;30;30;70.0;55.0;70.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;0.03;0.02;70.0;70.0;40.0;;;;;;8.5;7.5;440.0;410.0;320.0;250;9000
R73934.01;Antystresowa piłka, srebrna;NEW 2014;2,35 zł;;Na promocje;Antystresy;Gadżet relaksujący w kształcie piłeczki z połyskującą powierzchnią.;;;poliuretan;;A3;tampodruk;;;;60.0;60.0;60.0;brak;brak;;;;srebrny;;;;;;;;;;;;;;;;;;
R73934.02;Antystresowa piłeczka, czarna;;2,05 zł;;Na promocje;Antystresy;Gadżet relaksacyjny w kształcie piłeczki - powierzchnia połysk. Pakowany w woreczek foliowy. Logo naniesiemy na gadżet techniką tampondruku. Uwaga: możliwe jest zdobienie tylko w 1 kolorze.;;matowy;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;7.0;6.0;440.0;370.0;370.0;250;6000
R73934.04;Antystresowa piłeczka, granatowa;;2,05 zł;;Na promocje;Antystresy;Gadżet relaksacyjny w kształcie piłeczki  - powierzchnia połysk. Pakowany w woreczek foliowy. Logo naniesiemy na gadżet techniką tampondruku. Uwaga: możliwe jest zdobienie tylko w 1 kolorze.;;matowy;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;;;;;;7.0;6.0;440.0;370.0;370.0;250;6000
R73934.05;Antystresowa piłeczka, zielona;;2,05 zł;;Na promocje;Antystresy;Gadżet relaksacyjny w kształcie piłeczki - powierzchnia połysk. Pakowany w woreczek foliowy. Logo naniesiemy na gadżet techniką tampondruku. Uwaga: możliwe jest zdobienie tylko w 1 kolorze.;;matowy;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;zielony;;;;;;;;;;;;7.0;6.0;440.0;370.0;370.0;250;6000
R73934.06;Antystresowa piłeczka, biała;;2,05 zł;;Na promocje;Antystresy;Gadżet relaksacyjny w kształcie piłeczki o matowej powierzchni. Pakowany w woreczek foliowy. Logo naniesiemy na gadżet techniką tampondruku. Uwaga: możliwe jest zdobienie tylko w 1 kolorze.;;matowy;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;matowy;biały;;;;;;;;;;;;7.0;6.0;440.0;370.0;370.0;250;6000
R73934.08;Antystresowa piłeczka czerwona;;2,05 zł;;Na promocje;Antystresy;Gadżet relaksacyjny w kształcie piłeczki - powierzchnia połysk. Pakowany w woreczek foliowy. Logo naniesiemy na gadżet techniką tampondruku. Uwaga: możliwe jest zdobienie tylko w 1 kolorze.;;matowy;poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;;;;;;7.0;6.0;440.0;370.0;370.0;250;6000
R73936.04;Jo-jo anystresowe z poliuretanu, niebieskie;EOY 2013;2,99 zł;;Na promocje;Antystresy;Jo-jo antystresowe z poliuretanu. Pakowane w woreczek foliowy. Możliwy nadruk tylko w 1 kolorze!;;;Poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;;;;;;7.5;6.5;440.0;380.0;380.0;250;
R73936.08;Jo-jo anystresowe z poliuretanu, czerwone;EOY 2013;2,99 zł;;Na promocje;Antystresy;Jo-jo antystresowe z poliuretanu. Pakowane w woreczek foliowy. Możliwy nadruk tylko w 1 kolorze!;;;Poliuretan;;A3;tampodruk;1;25;25;60.0;60.0;60.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;2.5;2.0;395.0;220.0;170.0;7.5;6.5;440.0;380.0;380.0;250;
R73937.04;Antystresowy zestaw, niebieski;NEW 2014;16,90 zł;;Na promocje;Antystresy;Zestaw 3 antystresów połączonych ze sobą. Wykonane z poliuretanu.;;;poliuretan;;A3;tampodruk;;;;180.0;80.0;20.0;;;;;;niebieski;niebieski;;;;;;;;;;;;;;;;;
R73937.08;Antystresowy zestaw, czerwono-biały;NEW 2014;16,90 zł;;Na promocje;Antystresy;Zestaw 3 antystresów połączonych ze sobą. Wykonane z poliuretanu.;;;poliuretan;;A3;tampodruk;;;;180.0;80.0;20.0;;;;;;biały;czerwony;;;;;;;;;;;;;;;;;
R73937.99;Antystresowy zestaw, żółto-czerwono-niebieski;NEW 2014;16,90 zł;;Na promocje;Antystresy;Zestaw 3 antystresów połączonych ze sobą. Wykonane z poliuretanu. ;;;poliuretan;;A3;tampodruk;;;;180.0;80.0;20.0;;;;;;żółty;czerwony;;;;;;;;;;;;;;;;;
R73938;Brelok antystresowy;;1,98 zł;;Na promocje;Antystresy;Poliuretanowy brelok antystresowy w kształcie koszulki. Pakowany w woreczek foliowy. Logo naniesiemy na brelok techniką tampondruku.;;;poliuretan;;A3;tampodruk;1;20;25;50.0;50.0;21.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;6.0;5.0;270.0;240.0;440.0;500;21000
R73939;Antystresowy T-shirt;;2,95 zł;;Na promocje;Antystresy;Antystresowy T-shirt wykonany z poliuretanu. Pakowany w woreczek foliowy. Logo naniesiemy techniką tampondruku.;;;poliuretan;;A3;tampodruk;1;30;40;90.0;82.0;31.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;7.0;6.0;415.0;385.0;325.0;250;7500
R73941;Pluszowe serduszko;;7,90 zł;;Na promocje;Dla dzieci;Pluszowe serduszko z doszytą wstążką. Pakowane w woreczek foliowy. Logo naniesiemy na wstążkę techniką tampondruku.;;;plusz;;A2;tampodruk;4;50;10;330.0;170.0;65.0;folia;woreczek foliowy;bezbarwny;;;czerwony;biały;;;;;;;;;;;12.0;10.0;630.0;450.0;580.0;144;1152
R73943;Maskotka Lew morski;;17,90 zł;;Na promocje;Dla dzieci;Pluszowa maskotka mors. Pakowana w woreczek foliowy. Logo naniesiemy na wstążkę technika tampondruku.;;;plusz;;A2;tampodruk;4;50;12;125.0;300.0;90.0;folia;woreczek foliowy;bezbarwny;;;biały;niebieski;;;;;;;;;;;12.0;10.0;630.0;450.0;580.0;138;1104
R73944;Maskotka Samochód;;12,90 zł;;Na promocje;Dla dzieci;Pluszowa maskotka samochodzik. Pakowana w woreczek foliowy. Logo naniesiemy na wstążkę techniką tampondruku.;;;plusz;;A2;tampodruk;4;50;10;160.0;110.0;100.0;folia;woreczek foliowy;bezbarwny;;;zielony;pomarańczowy;;;;;;;;;;;12.0;10.0;630.0;450.0;580.0;108;864
R73945;Maskotka Delfin;;8,45 zł;;Na promocje;Dla dzieci;Wykonana z pluszu maskotka delfin. Pakowana w woreczek foliowy. Logo naniesiemy na wstążce (zawieszce) techniką tampondruku.;;;plusz;;A2;tampodruk;4;50;6;210.0;100.0;90.0;folia;woreczek foliowy;bezbarwny;;;granatowy;;;;;;;;;;;;12.0;10.0;630.0;450.0;580.0;180;1440
R73948;Maskotka Słoń;;15,90 zł;;Na promocje;Dla dzieci;Wykonana z pluszu maskotka słoń. Pakowana w woreczek foliowy. Logo naniesiemy na zawiązywanej na szyi tasiemce techniką tampondruku.;;;plusz;;A2;tampodruk;4;50;12;120.0;200.0;210.0;folia;woreczek foliowy;bezbarwny;;;szary;;;;;;;;;;;;12.0;10.0;630.0;450.0;580.0;144;1152
R73950;Stojak z kredkami (5 szt.);;6,45 zł;;Na promocje;Dla dzieci;Stojak na kredki w kształcie tygryska z 5 kolorowymi kredkami. Pakowany w białe kartonowe opakowanie. Logo naniesiemy na stojak techniką tampondruku.;;;drewno;;A2;tampodruk;4;20;20;43.0;50.0;105.0;karton;pudełko;biały;;;pomarańczowy;;;;;;;;;;;;14.0;12.0;540.0;275.0;475.0;200;3600
R73951;Stojak z kredkami (5 szt.);;6,45 zł;;Na promocje;Dla dzieci;Stojak na kredki w kształcie misia z 5 kolorowymi kredkami. Pakowany w białe kartonowe opakowanie. Logo naniesiemy na stojak techniką tampondruku.;;;drewno;;A2;tampodruk;4;20;20;43.0;50.0;105.0;karton;pudełko;biały;;;czerwony;;;;;;;;;;;;14.0;12.0;540.0;275.0;475.0;200;3600
R73954;Stojak na kredki;;5,40 zł;;Na promocje;Dla dzieci;Stojak na kredki w kształcie myszki z 5 kolorowymi kredkami. Pakowany w białe kartonowe opakowanie. Logo naniesiemy na stojak techniką tampondruku.;;;drewno;;A2;tampodruk;4;20;20;43.0;50.0;105.0;karton;pudełko;biały;;;niebieski;;;;;;;;;;;;14.0;12.0;540.0;275.0;475.0;200;3600
R73959;Skakanka drewniana dla dzieci;;7,90 zł;;Na promocje;Dla dzieci;Skakanka z drewnianymi uchwytami w kształcie biedronek. Pakowana w woreczek foliowy. Logo naniesiemy na uchwyt techniką tampondruku.;;Wymiary uchwytu skakanki: 120 x 35 x 35 mm;drewno;bawełna;A1;tampodruk;4;50;6;2000.0;35.0;35.0;folia;woreczek foliowy;bezbarwny;;;biały;czerwony;;;;;;7.5;7.0;270.0;320.0;460.0;15.0;14.0;540.0;320.0;465.0;200;3600
R73963.03;Temperówka, żółta;;2,75 zł;;Na promocje;Dla dzieci;Drewniana temperówka - biedronka. Pakowana pojedynczo w woreczek foliowy. Logo umieścimy na temperówce techniką tampondruku. ;;? 38 mm;drewno;;A1;tampodruk;4;15;15;38.0;38.0;43.0;folia;woreczek foliowy;bezbarwny;;;żółty;;0.03;0.03;38.0;38.0;43.0;;;;;;14.0;13.0;470.0;320.0;540.0;500;15000
R73963.04;Temperówka, niebieska;;2,75 zł;;Na promocje;Dla dzieci;Drewniana temperówka - biedronka. Pakowana pojedynczo w woreczek foliowy. Logo umieścimy na temperówce techniką tampondruku.;;? 38 mm;drewno;;A1;tampodruk;4;15;15;38.0;38.0;43.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;0.03;0.03;38.0;38.0;43.0;;;;;;14.0;13.0;470.0;320.0;540.0;500;15000
R73963.05;Temperówka, zielona;;2,75 zł;;Na promocje;Dla dzieci;Drewniana temperówka - biedronka. Pakowana pojedynczo w woreczek foliowy. Logo umieścimy na temperówce techniką tampondruku. ;;? 38 mm;drewno;;A1;tampodruk;4;15;15;38.0;38.0;43.0;folia;woreczek foliowy;beżowy;;;zielony;;0.03;0.03;38.0;38.0;43.0;;;;;;14.0;13.0;470.0;320.0;540.0;500;15000
R73963.08;Temperówka, czerwona;;2,75 zł;;Na promocje;Dla dzieci;Drewniana temperówka - biedronka. Pakowana pojedynczo w woreczek foliowy. Logo umieścimy na temperówce techniką tampondruku.;;? 38 mm;drewno;;A1;tampodruk;4;15;15;38.0;38.0;43.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;0.03;0.03;38.0;38.0;43.0;;;;;;14.0;13.0;470.0;320.0;540.0;500;15000
R73964;Temperówka - żabka;;3,90 zł;;Na promocje;Dla dzieci;Urocza, kolorowa temperówka w kształcie żabki. Pakowana w woreczek foliowy. Logo umieścimy na temperówce techniką tampondruku.;;? 34 mm;drewno;;A1;tampodruk;4;15;15;34.0;34.0;61.0;folia;woreczek foliowy;bezbarwny;;;zielony;niebieski;0.03;0.02;35.0;35.0;65.0;;;;;;14.0;13.0;470.0;320.0;540.0;500;15000
R73966;Stojak na szczoteczkę do zębów;;7,98 zł;;Na promocje;Dla dzieci;Drewniany stojak na szczoteczkę do zębów w kształcie myszki. Wyposażony w klepsydrę odliczającą czas mycia ząbków. Pakowany  w woreczek foliowy i biały kartonik. Logo umieścimy na stojaku techniką tampondruku.;Klepsydra - 3 minuty;Uchwyt ? 20 mm;drewno;szkło;A2;tampodruk;4;15;15;75.0;80.0;40.0;karton;pudełko;biały;;;żółty;;0.05;0.04;75.0;80.0;40.0;;;;;;9.5;8.0;490.0;435.0;385.0;200;4320
R73967;Stojak na szczoteczkę do zębów;;7,98 zł;;Na promocje;Dla dzieci;Drewniany stojak na szczoteczkę do zębów w kształcie krokodyla. Wyposażony w klepsydrę odliczającą czas (3 minuty) mycia ząbków. Pakowany w biały kartonik.;;Uchwyt ? 13 mm ;drewno;szkło;A2;tampodruk;4;22;17;75.0;40.0;80.0;karton;pudełko kartonowe;biały;;;zielony;;0.05;0.04;75.0;80.0;40.0;;;;;;9.5;8.0;490.0;435.0;385.0;200;4320
R73969;Skakanka drewniana dla dzieci;;8,50 zł;;Na promocje;Dla dzieci;Skakanka z drewnianymi uchwytami w kształcie żabek. Pakowana w woreczek foliowy. Logo naniesiemy na uchwyt techniką tampondruku.;;Wymiary uchwytu skakanki: 125 x 55 x 35 mm;drewno;bawełna;A1;tampodruk;4;15;15;2150.0;47.0;35.0;folia;woreczek foliowy;bezbarwny;;;biały;zielony;;;;;;;;;;;15.0;14.0;140.0;540.0;275.0;100;2400
R73970;Memo-klips;;4,45 zł;;Na promocje;Dla dzieci;Drewniany memo-klip w kształcie żabki. Pakowany  w woreczek foliowy. Logo umieścimy na klips techniką tampondruku. ;;?32;drewno;metal;A2;tampodruk;4;17;17;32.0;32.0;120.0;folia;woreczek foliowy;;;Żółty;zielony;;0.0;0.0;32.0;32.0;120.0;;;;;;4.0;2.0;450.0;150.0;300.0;100;7200
R73980;Skakanka;;8,50 zł;;Na promocje;Dla dzieci;Skakanka dziecięca wykonana z drewna i bawełny. Pakowana pojedynczo w woreczek foliowy. Logo umieścimy na uchwycie skakanki techniką tampondruku.;;? 40 mm;drewno;bawełna;A1;tampodruk;4;15;15;2000.0;40.0;40.0;folia;woreczek foliowy;bezbarwny;;;czerwony;zielony;;;;;;;;;;;15.0;14.0;540.0;275.0;475.0;100;2400
R73984;Zakładka;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie biedronki. Pakowana w woreczek foliowy.;;;drewno;;A1;tampodruk;4;42;8;45.0;4.0;115.0;folia;woreczek foliowy;bezbarwny;;Czerwony;zielony;;;;;;;;;;;;5.5;4.5;525.0;215.0;360.0;1000;32200
R73985;Zakładka;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie pieska. Pakowana  w woreczek foliowy.;;;drewno;;A1;tampodruk;4;42;8;30.0;4.0;110.0;folia;woreczek foliowy;bezbarwny;;Pomarańczowy;żółty;;;;;;;;;;;;5.5;4.5;525.0;215.0;360.0;1000;32200
R73986;Zakładka;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie motylka. Pakowana  w woreczek foliowy.;;;drewno;;A1;tampodruk;4;42;8;98.0;30.0;4.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;;;;;;5.5;4.5;525.0;215.0;360.0;1000;32200
R73987;Zakładka;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie biedronki. Pakowana  w woreczek foliowy.;;;drewno;;A1;tampodruk;4;42;8;105.0;40.0;4.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;;;;;;5.5;4.5;525.0;215.0;360.0;1000;32200
R73988;Zakładka;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie lokomotywy. Pakowana  w woreczek foliowy.;;;drewno;;A1;tampodruk;4;42;8;98.0;40.0;4.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;;;;;;5.5;4.5;525.0;215.0;360.0;1000;32200
R73989;Zakładka;;1,45 zł;;Na promocje;Dla dzieci;Drewniana zakładka do książki z dekoracyjnym elementem w kształcie krówki. Pakowana  w woreczek foliowy.;;;drewno;;A1;tampodruk;4;42;8;115.0;45.0;4.0;folia;woreczek foliowy;bezbarwny;;;zielony;;;;;;;;;;;;5.5;4.5;525.0;215.0;360.0;1000;32200
R73992;Antystres - brelok owalny;;2,45 zł;;Na promocje;Antystresy;Poliuretanowy brelok antystresowy. Pakowany  w woreczek foliowy. Logo naniesiemy na brelok techniką tampondruku -możliwy jest nadruk tylko w jednym kolorze!;;;poliuretan;metal;A3;tampodruk;1;50;20;80.0;18.0;35.0;folia;woreczek foliowy;;;Srebrny;granatowy;;0.0;0.0;80.0;35.0;18.0;;;;;;9.0;8.0;435.0;375.0;225.0;500;24000
R73994.04;Brelok Ludzik, niebieski;;2,95 zł;;Na promocje;Antystresy;Wykonany z poliuretanu antystresowy brelok w kształcie ludzika. Pakowany w woreczek foliowy.;;;poliuretan;;A3;tampodruk;1;15;13;50.0;70.0;30.0;folia;woreczek foliowy;bezbarwny;;;niebieski;żółty;;;;;;1.8;1.4;480.0;400.0;80.0;9.0;7.0;500.0;400.0;400.0;500;4000
